id,first name,last name,age,dob,grade,school name,address.city,address.state,address.pincode,faculty.first name,faculty.last name,faculty.subject,faculty.phone number,faculty.salary
610,Breanne,Chrisp,6,8/25/2010,E,Thoughtbeat,Portland,Oregon,97201,Yovonnda,Aloshikin,Math,971-458-8691,$2353.59
611,Gordy,Heggs,13,7/13/2010,A,Gigazoom,Dayton,Ohio,45470,Blane,Learmont,Art,937-684-4483,$4328.19
612,Wash,Lune,11,8/16/2018,E,Podcat,Washington,District of Columbia,20016,Thor,Kettlestringe,English,202-641-4127,$4237.77
613,Thaddeus,Casford,9,1/27/2011,F,Buzzdog,Sioux City,Iowa,51110,Avigdor,Cowpland,History,712-639-6084,$2553.74
614,Naoma,Mascall,8,10/10/2006,F,Thoughtworks,Omaha,Nebraska,68197,Erda,Grogor,History,402-869-1341,$4028.91
615,Barnabe,Goggen,6,11/16/2007,F,Browsebug,Newark,New Jersey,7104,Norbie,Stanford,English,973-539-8588,$4660.98
616,Salomon,Sudron,6,8/4/2016,E,Yadel,Corpus Christi,Texas,78415,Melisent,Bucktharp,Art,361-877-4462,$2249.65
617,Stephi,Mithan,14,11/28/2008,F,Wikivu,El Paso,Texas,88541,Roseann,Boow,Art,915-706-3664,$3140.57
618,Panchito,Ambrosio,8,2/12/2006,B,Skajo,Louisville,Kentucky,40280,Danie,Magister,Science,502-137-9063,$2407.58
619,Essie,Hadingham,15,11/2/2014,A,Zoomzone,Washington,District of Columbia,20397,Linoel,Oldacre,Science,202-980-2618,$4459.13
620,Leontyne,Prangley,18,8/20/2010,C,Topicblab,Austin,Texas,78769,Alistair,Maty,Science,512-586-6190,$2534.56
621,Hashim,McKirton,11,6/5/2009,C,Yakitri,South Bend,Indiana,46620,Sandra,Dawtry,Science,574-338-6217,$1227.79
622,Adeline,Jewel,12,3/30/2007,A,Vidoo,Naples,Florida,33963,Hurleigh,Oakenfull,English,239-438-1973,$3757.90
623,Concettina,Capitano,11,12/29/2017,B,Voonix,Richmond,Virginia,23228,Charissa,Desborough,History,804-797-8336,$2285.69
624,Holden,Huitt,9,11/14/2017,E,Kwimbee,Norwalk,Connecticut,6859,Cassandry,Limbrick,English,203-892-7829,$1501.86
625,Fidole,Player,12,2/29/2008,A,Voonte,Fresno,California,93740,Milissent,Tilney,Math,559-529-7582,$1383.23
626,Nathan,Erett,13,12/30/2010,A,Dynabox,Northridge,California,91328,Elka,Spadeck,English,818-473-4642,$3569.15
627,Belinda,McPartlin,9,2/24/2008,C,Fadeo,Fort Pierce,Florida,34981,Amii,Colcutt,Math,772-495-7530,$4503.52
628,Sheilakathryn,Bendall,14,5/7/2017,F,Omba,Pasadena,Texas,77505,Trueman,Boniface,History,281-775-4308,$1861.79
629,Gordan,Dempster,9,1/19/2016,C,Jatri,Littleton,Colorado,80126,Lucio,Beane,History,720-398-0352,$4537.29
630,Breena,Klimuk,11,9/26/2011,C,Shufflebeat,Tyler,Texas,75799,Zoe,Lithgow,Art,903-766-8195,$1231.83
631,Otis,Harflete,11,6/14/2010,A,Skipstorm,Birmingham,Alabama,35205,Dixie,Rewan,Science,205-413-9737,$1417.08
632,Billye,Fish,12,5/10/2010,A,Devshare,Birmingham,Alabama,35231,Justin,Beevors,Science,205-418-9175,$1108.21
633,Art,Hartin,9,3/7/2007,A,Feedfire,Omaha,Nebraska,68124,Malorie,Dunbar,English,402-544-5554,$2610.16
634,Hardy,Dugald,6,6/25/2014,A,Yakijo,Pittsburgh,Pennsylvania,15274,Shaine,Brearley,Math,412-901-8124,$1386.57
635,Urban,Targe,18,6/24/2008,D,Jaloo,Seattle,Washington,98158,Leisha,O'Scollee,Art,360-722-0276,$3295.83
636,Merell,Maddison,10,2/28/2013,B,Photobean,Raleigh,North Carolina,27610,Britte,Bellison,Math,919-252-6141,$2114.38
637,Danny,Brownsett,7,10/13/2012,B,Yotz,Long Beach,California,90840,Ardeen,Winson,Science,562-697-0999,$3602.39
638,Carmon,Hurdis,9,7/15/2013,B,Digitube,Billings,Montana,59105,Sherwynd,Blaszkiewicz,Science,406-151-7558,$1139.31
639,Wade,Dodell,9,3/11/2015,F,Meevee,South Bend,Indiana,46634,Vince,Pancoast,History,574-464-3491,$1132.03
640,Levi,O'Dulchonta,13,8/31/2016,C,Kamba,Gulfport,Mississippi,39505,Ely,McIlhatton,Math,228-187-2019,$4582.36
641,Ryon,Gabbot,11,10/1/2014,B,Oloo,Jersey City,New Jersey,7310,Zitella,Averay,Math,201-148-6233,$1589.97
642,Edna,Dank,14,1/7/2011,F,Dabfeed,Phoenix,Arizona,85077,Orelle,Agnew,Art,602-175-1060,$3302.05
643,Sher,Trickey,6,10/15/2007,C,Tagtune,Indianapolis,Indiana,46239,Justis,Medlar,English,317-747-4364,$4558.65
644,Deonne,Atrill,18,5/1/2008,A,Gabvine,Macon,Georgia,31210,Dyanna,Troy,Science,478-582-5208,$1754.94
645,Madelina,Dagleas,17,1/13/2010,E,Zooxo,Pittsburgh,Pennsylvania,15220,Shaine,Vickers,English,412-664-1933,$1427.22
646,Natty,Parley,8,2/8/2018,F,Jaxnation,Houston,Texas,77281,Cliff,Reboul,Science,713-652-5291,$3250.69
647,Kirbee,Niezen,15,7/31/2006,F,Fliptune,Columbia,South Carolina,29208,Danna,Bryns,Math,803-315-8505,$4021.08
648,Durant,Raiker,17,2/4/2013,F,Tagcat,Salt Lake City,Utah,84110,Trent,Petruk,History,801-945-2131,$1415.56
649,Madelon,Peyes,10,4/24/2006,C,Jayo,Fredericksburg,Virginia,22405,Kristi,Poulgreen,Math,540-551-9876,$4382.17
650,Matthew,Dagger,6,4/21/2017,D,Oyoyo,San Jose,California,95138,Caitlin,Sleet,Art,408-256-2181,$2966.88
651,Ringo,Broady,18,11/20/2018,F,Jatri,Toledo,Ohio,43699,Vally,Sally,History,419-742-4647,$4122.83
652,Coop,Fleis,16,1/8/2008,C,Leexo,Corpus Christi,Texas,78405,Angelique,Beechcraft,English,361-272-2116,$2972.14
653,Faustine,Chittey,11,8/14/2007,E,Jetpulse,Carol Stream,Illinois,60158,Orren,Adel,English,309-788-6734,$1108.90
654,Ella,Gamil,14,11/27/2008,B,Skippad,Baltimore,Maryland,21282,Randall,Darnody,History,410-663-2330,$4405.13
655,Randolf,Golden,17,12/8/2015,A,Skajo,Huntsville,Alabama,35815,Gene,Wykes,Art,256-809-3894,$3960.36
656,Tiphany,Bonney,6,8/8/2010,B,Wordify,Denver,Colorado,80235,Herrick,Fludgate,History,720-975-0960,$2978.40
657,Kristos,Mebes,6,6/22/2012,E,Realbridge,Jackson,Mississippi,39216,Ollie,De Ambrosi,English,601-473-9647,$4283.32
658,Westbrooke,Diment,8,1/21/2006,B,Trunyx,Charlotte,North Carolina,28284,Genvieve,Trevino,Math,704-612-8989,$2942.81
659,Harbert,Toyne,12,3/15/2010,A,Livepath,Austin,Texas,78721,Vitoria,Fusedale,Art,512-255-5112,$4839.82
660,Kelly,Dillingstone,9,8/5/2013,D,Meejo,Minneapolis,Minnesota,55458,Titus,Selvey,Math,612-880-2443,$2603.25
661,Urbanus,Sallenger,9,6/30/2006,F,Devshare,Syracuse,New York,13205,Karel,Hazael,Art,315-149-8435,$2848.89
662,Teddie,Hartley,17,7/21/2011,A,Wikivu,El Paso,Texas,79940,Misha,Matherson,Science,915-527-8581,$4934.85
663,Waldo,Geere,14,7/26/2013,D,Yotz,Colorado Springs,Colorado,80945,Colline,De Ruel,Science,719-288-8005,$2221.54
664,Marti,Mattacks,6,2/18/2014,C,Latz,Newark,Delaware,19714,Elsbeth,Thick,English,302-582-0606,$4983.16
665,Fairlie,Barrowcliff,16,8/5/2009,A,Photospace,Greenville,South Carolina,29605,Annecorinne,Nicholas,Math,864-146-8804,$3015.56
666,Murielle,Gallemore,13,12/15/2017,B,Rhynyx,New Orleans,Louisiana,70187,Traci,Espinola,Math,504-994-9589,$3368.29
667,Abbe,Drivers,6,6/17/2012,F,Flipbug,Henderson,Nevada,89012,Clio,Weins,English,702-557-0890,$4616.18
668,Dacy,Bierton,12,9/9/2007,F,Katz,Des Moines,Iowa,50393,Philippe,Mordan,History,515-669-1819,$3130.29
669,Richie,Rizzardini,8,11/21/2014,E,Quatz,Springfield,Illinois,62723,Dasya,Hamsley,Art,217-362-7527,$3329.42
670,Herschel,Thurby,16,7/3/2006,C,Fiveclub,Largo,Florida,34643,Oberon,Dumbelton,English,727-823-2170,$2518.28
671,Rudy,Burfitt,10,12/31/2016,C,Quaxo,Torrance,California,90510,Kathy,Cawsey,Art,818-879-8433,$3599.73
672,Nicolis,Kitchaside,16,10/7/2008,C,Nlounge,Jersey City,New Jersey,7305,Desirae,Artindale,Art,201-273-9039,$2438.65
673,Cris,Merigeau,6,6/22/2016,D,Topicware,Elmira,New York,14905,Gradeigh,Pelosi,Art,607-172-9835,$4015.43
674,Alexis,Jiroudek,10,12/11/2011,C,Pixoboo,Scottsdale,Arizona,85260,Vicki,Blondel,History,623-653-2492,$3932.79
675,Beverlie,Sieur,9,2/23/2011,A,Cogilith,Greensboro,North Carolina,27425,Morganne,Frowen,Art,336-929-8236,$4087.09
676,Gerladina,Iacomelli,13,1/7/2010,D,Jaxnation,Lexington,Kentucky,40581,Adam,Abrahams,Science,859-821-6488,$4040.99
677,Johnette,Daspar,7,4/9/2014,B,Kwinu,Winston Salem,North Carolina,27110,Sebastien,Correa,Science,336-865-6790,$3435.79
678,Hilliary,Wabb,9,8/28/2008,F,Devpoint,Austin,Texas,78769,Dulsea,Willment,Math,512-591-2603,$2810.48
679,Tabby,Acott,12,7/6/2006,A,Mymm,Portland,Oregon,97271,Cora,Curtiss,History,971-943-5891,$2871.13
680,Candie,Sweetlove,13,7/2/2006,E,Rhyzio,Washington,District of Columbia,20525,Katrina,Mundell,English,202-617-2604,$3745.05
681,Zollie,Reynoldson,16,4/29/2011,F,Rhyzio,San Francisco,California,94137,Caitlin,Faithfull,Art,415-417-3157,$4509.83
682,Carmina,Guerre,17,4/7/2016,E,Oyoloo,Bradenton,Florida,34282,Jennie,Goodered,Math,941-124-2275,$4963.28
683,Wynnie,Pays,14,3/12/2016,E,Roombo,Columbus,Georgia,31904,Valli,Isles,Math,706-431-9571,$4907.76
684,Etan,Dudmarsh,11,7/19/2008,F,Brightdog,Louisville,Kentucky,40220,Odie,Artin,Science,502-968-7639,$2234.60
685,Lynsey,Wozencroft,6,6/10/2011,C,Photojam,Detroit,Michigan,48295,Gavan,Awmack,Math,313-227-6733,$1121.70
686,Celesta,Petruk,10,9/8/2013,C,Pixoboo,Kansas City,Kansas,66112,Alister,Painten,English,913-968-6271,$4840.40
687,Waverley,Henrys,14,6/4/2012,F,Aimbu,Torrance,California,90505,Virginia,MacCaig,Math,310-150-2383,$2979.78
688,Alfy,Seedman,9,7/31/2016,E,Voolia,Charleston,South Carolina,29416,Penn,Henlon,Art,843-384-8854,$3983.27
689,Nanci,Brecken,16,2/24/2007,B,Skimia,Detroit,Michigan,48206,Sigvard,Mattocks,History,313-799-1280,$3864.82
690,Demetris,Batie,8,11/12/2006,E,Oyondu,Ventura,California,93005,Douglas,Emmanueli,Science,805-867-5685,$2908.65
691,Bayard,Brunon,13,8/12/2007,B,Tavu,Miami,Florida,33245,Matthus,Ruggen,Science,786-756-0397,$2581.83
692,Adolph,Shearston,13,3/9/2017,A,Flashspan,Amarillo,Texas,79182,Sherwood,Ridsdell,Science,806-664-7852,$1579.93
693,Roi,Haygreen,18,10/12/2017,F,Geba,New York City,New York,10079,Jeannine,Vasyanin,English,212-171-3980,$3768.83
694,Llewellyn,Smorthwaite,11,9/20/2014,B,Avavee,Reno,Nevada,89510,Carissa,Kehri,English,775-525-7099,$3509.27
695,Siana,Dowderswell,14,9/16/2018,C,Yotz,Pompano Beach,Florida,33069,Arleen,Kegan,Art,754-527-8523,$1910.51
696,Sam,Echlin,9,6/7/2011,C,Buzzdog,Greenville,South Carolina,29610,Wenona,Gale,Math,864-805-0525,$1442.27
697,Ceciley,Wrench,12,9/16/2011,D,Kazio,Staten Island,New York,10310,Roobbie,Riseborough,History,718-115-0153,$4909.34
698,Phaidra,Snoxall,16,4/18/2010,F,Jamia,Orlando,Florida,32868,Dari,Gillyett,Science,407-669-1144,$1285.21
699,Cinnamon,Sollner,15,7/28/2007,A,Jaloo,Carson City,Nevada,89706,Penny,Boughey,History,775-684-1741,$4336.95
700,Barbey,Dykas,12,6/15/2010,F,Vinder,Jackson,Mississippi,39216,Hilton,Loines,Art,601-468-3476,$3769.38
701,Sharai,Rutherforth,8,7/14/2014,A,Gigashots,Kansas City,Missouri,64142,Bren,Bodycombe,History,816-414-4223,$4916.41
702,Halsy,Bigham,8,4/30/2012,B,Photobug,Denver,Colorado,80217,Conroy,Wands,Math,303-501-3439,$3475.16
703,Delphinia,Rimell,11,1/16/2015,C,Oodoo,El Paso,Texas,79968,Maia,Dowber,Art,915-627-2285,$2719.66
704,Adrian,Bassam,13,11/24/2014,E,Skimia,North Hollywood,California,91616,Briana,Fontanet,Art,213-875-2724,$2435.70
705,Dulsea,Lambswood,13,2/11/2018,B,Skidoo,Brooklyn,New York,11205,Atalanta,Wintle,Art,646-728-4769,$1463.16
706,Vale,Layson,9,4/30/2010,F,Quamba,Odessa,Texas,79769,Dierdre,Gwilliams,History,432-850-3474,$4042.81
707,Carlie,Kingstne,18,5/15/2014,F,Vitz,Columbia,Missouri,65211,Latisha,Whorton,Science,573-917-1517,$4576.58
708,Leslie,Schlagh,18,3/17/2011,F,Edgepulse,El Paso,Texas,88569,Cris,Scotson,Science,915-415-5438,$1482.64
709,Genovera,Ubee,16,3/1/2013,B,Voonyx,Albuquerque,New Mexico,87140,Olivie,Parman,English,505-144-3067,$1162.39
710,Cullen,Sutch,14,7/6/2009,F,Twimm,Sacramento,California,94273,Pedro,Geikie,Science,916-328-6565,$3072.38
711,Gare,Addess,15,5/24/2017,B,Trilith,Washington,District of Columbia,20404,Mikol,Botwright,Math,202-940-7619,$3545.55
712,Josefa,Jenking,7,8/1/2011,A,Buzzster,Fresno,California,93715,Brockie,Conechie,History,559-599-1296,$2301.63
713,Trueman,Fallon,17,5/23/2017,A,Riffpath,Springfield,Illinois,62794,Cori,Penhallurick,History,217-441-9513,$2811.30
714,Guenna,Riddel,13,9/16/2013,F,Meetz,North Las Vegas,Nevada,89087,Emlynn,Goodfellowe,English,702-508-0041,$2361.24
715,Horten,Killiner,16,10/28/2015,D,Divape,Raleigh,North Carolina,27690,Turner,Bridgnell,Science,919-755-9343,$4817.05
716,Darin,Royall,14,8/1/2009,C,Eayo,Los Angeles,California,90035,Lina,Lakenden,Science,323-146-4791,$1490.51
717,Letti,Fawbert,9,8/20/2012,E,Meembee,Tampa,Florida,33633,Elmer,Blose,History,813-972-1646,$2756.67
718,Eli,Renachowski,6,6/15/2008,A,Flipstorm,Rochester,New York,14609,Saul,Shadbolt,Math,585-580-9307,$3045.84
719,Nessa,Strettle,11,10/23/2011,E,Realcube,Harrisburg,Pennsylvania,17110,Sybila,Pelz,English,717-223-7933,$4646.87
720,Bradley,Heinreich,14,11/6/2011,B,Gigashots,Lansing,Michigan,48919,Nelie,McParlin,History,517-655-6543,$4860.41
721,Ailyn,Lemmers,8,10/18/2013,B,Trudoo,Tampa,Florida,33605,Arin,Goodhall,Art,813-541-0104,$1890.36
722,Yoshiko,Tipple,8,5/7/2013,D,InnoZ,Anchorage,Alaska,99599,Guenna,Asprey,English,907-302-6065,$2651.45
723,Ralph,Bassett,6,2/22/2008,A,Zooxo,New York City,New York,10019,Suki,Pirazzi,Math,718-821-0538,$3108.72
724,Allan,Statham,14,4/23/2009,D,Lazz,Minneapolis,Minnesota,55487,Iggy,Lingley,English,612-366-0626,$2008.21
725,Dannye,Garfitt,7,12/22/2012,C,Edgewire,Austin,Texas,78754,Hanni,Godrich,Art,512-558-8071,$4287.53
726,Silas,Jutson,7,1/19/2010,E,Fliptune,Shreveport,Louisiana,71130,Ches,Schubert,Science,318-611-1083,$3641.84
727,Brina,Pembery,12,12/18/2015,A,Mynte,Buffalo,New York,14210,Ollie,Wyeld,Art,716-671-8393,$2373.68
728,Vivie,MacDermott,18,11/10/2013,B,Voonder,Spring,Texas,77388,Althea,Keddle,History,713-211-6485,$1669.72
729,Hollis,Twitching,13,1/18/2016,F,Demivee,Ocala,Florida,34479,Harley,Ianilli,Math,352-767-0090,$2543.73
730,Tisha,Gale,10,6/9/2015,D,Oba,Eugene,Oregon,97405,Nelli,Osipov,Science,541-586-3031,$2542.03
731,Waldon,Guppey,9,5/11/2006,B,Rhybox,Great Neck,New York,11024,Elly,Aldie,History,516-335-3579,$4595.69
732,Price,Larciere,15,3/14/2008,D,Voomm,Minneapolis,Minnesota,55412,Lesley,Hellen,History,763-381-1208,$3320.22
733,Maxi,Christoffersen,12,7/30/2012,E,Devpulse,Cedar Rapids,Iowa,52405,Shurwood,Arnholtz,English,319-183-7808,$1647.04
734,Sianna,Fasler,17,10/16/2009,B,Shufflester,Charlotte,North Carolina,28299,Tandy,Vynehall,Math,704-558-9615,$4595.19
735,Lucian,Jablonski,13,4/17/2017,D,Flipstorm,Melbourne,Florida,32941,Johnnie,Digan,Science,321-359-4953,$1042.15
736,Felita,Fairtlough,15,9/2/2013,C,Meevee,Oklahoma City,Oklahoma,73190,Chrissy,Podd,English,405-876-7751,$3360.79
737,Remus,Giddons,10,4/10/2015,E,Abata,Panama City,Florida,32405,Herc,Bethune,Art,850-831-8967,$2484.67
738,Lizabeth,Kibbye,16,4/29/2018,B,Kamba,Springfield,Illinois,62794,Elfreda,Antat,English,217-430-9615,$3706.25
739,Coop,Solomonides,15,7/24/2015,D,Topicware,Albuquerque,New Mexico,87110,Kelila,Ridolfi,Math,505-720-4536,$1847.43
740,Nick,Crossdale,13,3/24/2007,C,Skimia,Evansville,Indiana,47747,Yorker,Monkton,History,812-843-3171,$2614.99
741,Anson,Raulston,12,10/8/2018,F,Skinder,Savannah,Georgia,31410,Hally,Tugman,History,912-773-3829,$2328.49
742,Jammie,De Freyne,6,1/16/2014,B,Blogtag,Boise,Idaho,83705,Chrisy,Featley,Art,208-526-6471,$1970.97
743,Osgood,Bernli,9,4/8/2018,F,Mycat,Torrance,California,90505,Urbain,Hansod,Art,310-829-8620,$2087.33
744,Yolanthe,Inman,14,1/30/2009,B,Trupe,Shreveport,Louisiana,71166,Pebrook,Torrese,Math,318-368-6496,$1757.96
745,Terrye,Kinahan,10,4/18/2010,B,Kamba,Atlanta,Georgia,30306,Devlen,Felipe,Art,404-502-4137,$2086.43
746,Elysha,Sussex,8,10/28/2018,A,Eamia,Reno,Nevada,89510,Davita,Marshalleck,History,775-697-7238,$4416.70
747,Sibilla,Newland,12,12/6/2017,C,Rooxo,Sunnyvale,California,94089,Forrester,Vidineev,Science,650-341-4782,$4944.98
748,Whitney,Butterworth,9,9/9/2010,F,Blogtag,Boise,Idaho,83711,Alfons,Daout,History,208-911-8662,$1685.01
749,Whitney,Cossons,14,3/7/2009,F,Fanoodle,Greenville,South Carolina,29610,Alessandro,Raittie,English,864-662-3442,$4787.98
750,Brigitte,Usherwood,7,12/25/2018,A,Tagfeed,Virginia Beach,Virginia,23454,Loydie,Bemment,English,757-418-5733,$1101.20
751,Rhodia,Piotr,16,1/20/2013,E,Voonder,Dallas,Texas,75205,Leonelle,Robertsson,Math,469-392-6010,$4458.58
752,Tommie,Bernholt,8,10/4/2012,A,Rooxo,Colorado Springs,Colorado,80930,Clayborn,Hanaford,Science,719-747-5967,$3763.68
753,Wolf,Callam,8,4/18/2014,B,Oba,Evansville,Indiana,47712,Nelly,Freckleton,Art,812-509-4471,$4759.34
754,Gail,Andreaccio,14,10/23/2012,D,Meeveo,Seattle,Washington,98175,Collette,Moncarr,English,206-535-3353,$3861.23
755,Courtnay,Scardifeild,10,11/8/2013,A,Buzzshare,Durham,North Carolina,27710,Warden,Tesoe,History,919-488-8193,$1951.70
756,Allison,Jeff,13,6/15/2018,B,Vidoo,Montgomery,Alabama,36109,Park,Burges,English,334-680-5643,$1902.54
757,Ruthy,Thompkins,17,11/12/2007,F,Quatz,Sparks,Nevada,89436,Fernande,Willavoys,Math,775-100-3846,$3860.32
758,Sheilah,Ivers,11,6/18/2014,A,Photojam,Gainesville,Georgia,30506,Marinna,Threadgill,Science,678-980-9384,$1975.24
759,Otis,Farington,13,10/5/2012,D,Tambee,Denton,Texas,76205,Gene,Harfoot,Math,940-328-8618,$3222.86
760,Cynthea,Klosser,9,8/15/2011,E,Centimia,Nashville,Tennessee,37210,Sharon,Forst,English,615-996-5627,$4126.15
761,Melania,Hebdon,11,12/7/2015,D,Tanoodle,Saint Paul,Minnesota,55166,Denny,Wrathmall,English,651-729-6558,$1989.04
762,Yevette,Davenhall,10,1/6/2008,B,Voonyx,Washington,District of Columbia,20268,Renault,Keysel,History,202-495-3332,$3966.01
763,Xena,Couldwell,11,7/22/2007,A,Wikibox,Duluth,Minnesota,55811,Mallissa,Spicer,English,218-687-8786,$2759.91
764,Reube,Etherington,11,1/19/2011,A,Meemm,Orlando,Florida,32825,Ardyth,Amorts,Math,407-124-2974,$4545.47
765,Mendel,Klimas,11,7/10/2009,B,Trudoo,Huntington Beach,California,92648,Nerta,Farlam,History,714-894-7518,$3710.47
766,Cynthea,Mabe,8,7/18/2010,B,Thoughtsphere,Roanoke,Virginia,24029,Dorothea,Chape,English,540-647-0385,$3544.46
767,Jobey,Ratcliff,14,7/11/2008,F,Npath,Decatur,Illinois,62525,Thelma,Berth,History,217-765-2191,$1568.22
768,Grace,Rowatt,15,12/18/2016,C,Kimia,Escondido,California,92030,Theresita,Cisland,Math,760-962-5454,$1262.20
769,Ninetta,Jirieck,17,6/3/2010,A,Tambee,Charlotte,North Carolina,28215,Scarface,Sessuns,Science,704-922-5726,$1338.59
770,Yehudi,Callen,15,2/15/2013,C,Chatterbridge,Lexington,Kentucky,40576,Wandie,Nerval,History,859-213-8185,$1456.16
771,Mela,Beddo,8,5/16/2016,F,Edgetag,Norman,Oklahoma,73071,Dulci,Lipp,Math,405-248-4025,$4828.83
772,Cherice,Wooton,11,7/6/2010,D,Abatz,Norfolk,Virginia,23504,Jackson,Ludwig,Math,757-574-6665,$4367.79
773,Connor,Tovey,7,9/17/2013,B,Gigashots,Pensacola,Florida,32595,Enrique,Dytham,Art,850-205-0393,$2000.32
774,Adara,Vannoort,13,8/16/2017,F,Viva,Atlanta,Georgia,30392,Micky,Brunnstein,Math,404-879-7745,$4300.26
775,Misha,Haines,12,8/25/2016,E,Roombo,Inglewood,California,90398,Cora,Buntain,Math,310-390-1918,$4784.00
776,Benoite,Marie,17,7/27/2015,E,Photobug,Gainesville,Georgia,30506,Herby,Fennell,Science,678-259-7261,$3237.97
777,Dolph,Rankcom,6,9/18/2012,C,Mymm,Charlotte,North Carolina,28225,Lonni,Staddart,Science,704-575-9422,$1016.02
778,Tillie,Feldstein,11,2/4/2008,D,Twitterlist,San Antonio,Texas,78245,Paul,Kuschek,English,210-281-5618,$4013.71
779,Field,Looney,18,12/6/2012,E,Flashset,Roanoke,Virginia,24040,Jandy,Iorizzo,Art,540-581-0977,$2335.41
780,Norrie,Popov,7,8/17/2009,D,Dabfeed,Lexington,Kentucky,40576,Cherise,Bewley,English,859-209-5446,$2562.56
781,Sigrid,Cardenas,9,3/9/2010,B,Trupe,Beaufort,South Carolina,29905,Cullen,Stack,Art,843-434-5462,$3927.59
782,Heida,Barsham,14,10/10/2014,A,Youtags,El Paso,Texas,88514,Dominik,Fentem,Math,915-592-2226,$3762.87
783,Wayne,Neaverson,18,1/23/2009,E,Demivee,Washington,District of Columbia,20430,Candi,Whorall,Science,202-661-5317,$1276.58
784,Guillemette,Croizier,16,8/30/2018,A,Topicstorm,Houston,Texas,77055,Brent,Innerstone,Math,713-837-8454,$4251.81
785,Corissa,Crudgington,18,4/21/2014,E,Oyondu,Corpus Christi,Texas,78410,Marj,Loweth,Math,361-172-6870,$1944.03
786,Redd,Fairnington,14,12/30/2012,E,Trunyx,Washington,District of Columbia,20425,Frannie,Nurny,Math,202-515-0033,$2239.04
787,Lainey,Whelpdale,16,1/20/2008,A,DabZ,Phoenix,Arizona,85025,Mike,Cosans,Science,928-871-3399,$4071.01
788,Carney,Coggings,18,5/11/2018,C,Eazzy,Sandy,Utah,84093,Lyndsie,Helix,Art,801-996-7933,$1754.80
789,Vivianne,Glynne,10,6/23/2011,E,Demimbu,Des Moines,Iowa,50315,Hali,Monteith,Science,515-334-1201,$2760.55
790,Chaddie,Shear,9,2/14/2010,B,Feedbug,Washington,District of Columbia,20392,Amara,Slarke,English,202-388-3939,$1843.92
791,Hildagarde,Gisbye,16,10/3/2010,A,Gabtype,Fort Worth,Texas,76115,Angela,Greeves,Science,817-163-8309,$4912.47
792,Maurise,Wylam,10,3/20/2008,F,Agimba,Chicago,Illinois,60636,Alena,Woolerton,Science,312-728-8803,$3074.70
793,Jinny,McIndoe,14,8/28/2012,F,Yodel,Evansville,Indiana,47725,Drusilla,Lafee,History,812-839-4467,$2853.06
794,Eleen,Mawford,14,11/4/2007,C,Gigaclub,Jackson,Tennessee,38308,Darbee,Hadfield,Science,731-975-6209,$2007.53
795,Melisse,Seyler,7,8/12/2009,F,Zoomdog,Cleveland,Ohio,44125,Anica,Abramowitz,Science,440-393-9057,$1548.48
796,Arlinda,Polino,17,2/8/2016,D,Skaboo,Great Neck,New York,11024,Faunie,Trussler,Art,516-793-9004,$2513.29
797,Mildrid,Barriball,15,11/7/2014,D,Rooxo,Corona,California,92883,Kris,Baugham,English,626-978-5014,$3826.72
798,Olenolin,Lindgren,17,12/28/2010,C,Linktype,Savannah,Georgia,31405,Stan,Cauthra,History,912-554-1881,$1899.42
799,Hartley,Khomin,15,4/5/2016,E,Dabtype,El Paso,Texas,79905,Charlotta,Van der Krui,Science,915-866-0395,$2088.11
800,Adelice,Maric,18,9/7/2014,B,Gabspot,Cleveland,Ohio,44111,Emmit,Andri,Math,216-542-3882,$3978.72
801,Anne,D'Ambrosi,6,1/28/2008,F,Bluejam,Roanoke,Virginia,24014,Malissia,Craig,English,540-496-1389,$3626.19
802,Carmela,Franke,11,2/14/2010,D,Kwideo,Waco,Texas,76705,Glen,Clinkard,English,254-841-6296,$1088.23
803,Hermy,Dimitru,18,12/11/2007,C,DabZ,Grand Forks,North Dakota,58207,Lanie,Folker,Science,701-856-4446,$2826.08
804,Joly,Woolmore,7,3/30/2010,A,Skalith,Santa Barbara,California,93111,Rube,Stow,Art,702-883-2921,$2970.53
805,Abran,Meneely,6,10/20/2006,F,Jabberstorm,Saint Louis,Missouri,63143,Abbott,Styles,History,314-238-0237,$4408.97
806,Christin,Margrie,11,2/2/2011,C,Voonix,Saint Louis,Missouri,63196,Stewart,Revett,English,314-621-6791,$4057.82
807,Jimmy,Jaques,10,9/15/2014,E,Mybuzz,Jamaica,New York,11470,Elfrieda,Detheridge,Art,718-228-8128,$2638.76
808,Devan,Row,6,12/7/2009,F,Jaxworks,Brockton,Massachusetts,2305,Connie,Lodeke,History,508-897-5436,$2520.96
809,Weber,Porteous,6,9/17/2011,C,Eamia,Macon,Georgia,31210,Kip,Pendergast,Science,478-450-1248,$2762.07
810,Suzy,Parcells,18,4/15/2014,A,Feedbug,Laredo,Texas,78044,Olive,Cawsey,Art,956-206-6727,$1316.80
811,Bibbie,Asmus,13,7/14/2008,A,Topicblab,Fort Lauderdale,Florida,33330,Cleve,Dougal,History,954-958-0061,$3160.31
812,Marylinda,Mitchall,15,8/22/2013,E,Tagopia,Birmingham,Alabama,35242,Tybi,Silbert,Science,205-155-4414,$2361.01
813,Horatia,Siss,8,9/11/2012,B,Kazu,Orlando,Florida,32891,Pris,Turneaux,Math,407-399-7240,$1721.74
